PGM_SYS_ID,ENTERED_YEAR,EARLIEST_PROGRAM_BEGIN_YEAR,lag_years
0900000006029R9010,2015,2014,1
0900000006029R9030,2015,2014,1
0900000006029R9612,2015,2014,1
0900000006029R9809,2015,2014,1
0900000006029R9810,2015,2014,1
0900000006029R9843,2015,2014,1
0900000006029R9844,2015,2014,1
0900000006029R9845,2015,2014,1
0900000006031R9001,2015,2014,1
0900000006033R9996,2015,2014,1
0900000006037R9001,2015,2014,1
0900000006037R9002,2015,2014,1
0900000006037R9003,2015,2014,1
0900000006037R9023,2015,2014,1
0900000006037R9024,2015,2014,1
0900000006037R9025,2015,2014,1
0900000006037R9029,2015,2014,1
0900000006037R9030,2015,2014,1
0900000006037R9031,2015,2014,1
0900000006037R9032,2015,2014,1
0900000006037R9034,2015,2014,1
0900000006037R9035,2015,2014,1
0900000006037R9054,2015,2014,1
0900000006037R9093,2015,2014,1
0900000006037R9094,2015,2014,1
0900000006037R9120,2015,2014,1
0900000006037R9200,2015,2014,1
0900000006037R9201,2015,2014,1
0900000006037R9334,2015,2014,1
0900000006037R9500,2015,2014,1
0900000006037R9501,2015,2014,1
0900000006037R9502,2015,2014,1
0900000006037R9700,2015,2014,1
0900000006037R9701,2015,2014,1
0900000006037R9702,2015,2014,1
0900000006037R9727,2015,2014,1
0900000006037R9780,2015,2014,1
0900000006037R9791,2016,2014,2
0900000006037R9801,2015,2014,1
0900000006037R9804,2015,2014,1
0900000006037R9805,2015,2014,1
0900000006037R9834,2015,2014,1
0900000006037R9835,2015,2014,1
0900000006037R9836,2015,2014,1
0900000006037R9837,2015,2014,1
0900000006037R9840,2015,2014,1
0900000006037R9844,2015,2014,1
0900000006037R9845,2015,2014,1
0900000006037R9853,2015,2014,1
0900000006037R9856,2015,2014,1
0900000006037R9992,2015,2014,1
0900000006039R9856,2015,2014,1
0900000006039R9999,2015,2014,1
0900000006041R9074,2015,2014,1
0900000006041R9561,2015,2014,1
0900000006041R9562,2015,2014,1
0900000006041R9563,2015,2014,1
0900000006045R9997,2015,2014,1
0900000006047R9871,2015,2014,1
0900000006049R9994,2015,2014,1
0900000006049R9995,2015,2014,1
0900000006055R9161,2015,2014,1
0900000006055R9678,2015,2014,1
0900000006055R9679,2015,2014,1
0900000006055R9680,2015,2014,1
0900000006055R9999,2015,2014,1
0900000006057R9600,2015,2014,1
0900000006057R9799,2015,2014,1
0900000006059R9636,2015,2014,1
0900000006059R9716,2015,2014,1
0900000006059R9717,2015,2014,1
0900000006059R9718,2015,2014,1
0900000006059R9733,2015,2014,1
0900000006059R9734,2015,2014,1
0900000006059R9800,2015,2014,1
0900000006059R9802,2015,2014,1
0900000006059R9803,2015,2014,1
0900000006059R9867,2015,2014,1
0900000006059R9874,2015,2014,1
0900000006059R9875,2015,2014,1
0900000006061R9010,2015,2014,1
0900000006061R9011,2015,2014,1
0900000006061R9012,2015,2014,1
0900000006061R9013,2015,2014,1
0900000006061R9018,2016,2014,2
0900000006061R9100,2016,2014,2
0900000006061R9300,2015,2014,1
0900000006061R9301,2015,2014,1
0900000006061R9305,2015,2014,1
0900000006061R9400,2015,2014,1
0900000006061R9500,2015,2014,1
0900000006061R9501,2015,2014,1
0900000006061R9502,2015,2014,1
0900000006061R9503,2015,2014,1
0900000006061R9555,2015,2014,1
0900000006061R9600,2015,2014,1
0900000006061R9601,2015,2014,1
0900000006061R9602,2015,2014,1
0900000006061R9603,2015,2014,1
0900000006061R9606,2015,2014,1
0900000006061R9608,2015,2014,1
0900000006061R9625,2015,2014,1
0900000006061R9680,2015,2014,1
0900000006061R9681,2015,2014,1
0900000006061R9700,2015,2014,1
0900000006061R9710,2015,2014,1
0900000006061R9768,2015,2014,1
0900000006061R9903,2015,2014,1
0900000006061R9904,2015,2014,1
0900000006061R9905,2015,2014,1
0900000006065MOR01,2015,2014,1
0900000006065R9600,2015,2014,1
0900000006065R9750,2015,2014,1
0900000006065R9761,2015,2014,1
0900000006065R9835,2015,2014,1
0900000006065R9836,2015,2014,1
0900000006065R9837,2015,2014,1
0900000006065R9838,2015,2014,1
0900000006065R9839,2015,2014,1
0900000006065R9840,2015,2014,1
0900000006065R9841,2015,2014,1
0900000006065R9850,2015,2014,1
0900000006067R9020,2015,2014,1
0900000006067R9160,2015,2014,1
0900000006067R9350,2015,2014,1
0900000006067R9600,2015,2014,1
0900000006067R9605,2015,2014,1
0900000006067R9606,2015,2014,1
0900000006067R9607,2015,2014,1
0900000006067R9608,2015,2014,1
0900000006067R9609,2015,2014,1
0900000006067R9610,2015,2014,1
0900000006067R9611,2015,2014,1
0900000006067R9612,2015,2014,1
0900000006067R9613,2015,2014,1
0900000006067R9614,2015,2014,1
0900000006067R9615,2015,2014,1
0900000006067R9616,2015,2014,1
0900000006067R9617,2015,2014,1
0900000006067R9618,2015,2014,1
0900000006067R9619,2015,2014,1
0900000006067R9625,2015,2014,1
0900000006067R9626,2015,2014,1
0900000006067R9627,2015,2014,1
0900000006067R9628,2015,2014,1
0900000006067R9629,2015,2014,1
0900000006067R9630,2015,2014,1
0900000006067R9631,2015,2014,1
0900000006067R9632,2015,2014,1
0900000006067R9633,2015,2014,1
0900000006067R9634,2015,2014,1
0900000006067R9635,2015,2014,1
0900000006067R9636,2015,2014,1
0900000006067R9637,2015,2014,1
0900000006067R9638,2015,2014,1
0900000006067R9639,2015,2014,1
0900000006067R9640,2015,2014,1
0900000006067R9641,2015,2014,1
0900000006067R9642,2015,2014,1
0900000006067R9643,2015,2014,1
0900000006067R9644,2015,2014,1
0900000006067R9645,2015,2014,1
0900000006067R9646,2015,2014,1
0900000006067R9647,2015,2014,1
0900000006067R9648,2015,2014,1
0900000006067R9649,2015,2014,1
0900000006067R9650,2015,2014,1
0900000006067R9651,2015,2014,1
0900000006067R9652,2015,2014,1
0900000006067R9653,2015,2014,1
0900000006067R9654,2015,2014,1
0900000006067R9655,2015,2014,1
0900000006067R9656,2015,2014,1
0900000006067R9657,2015,2014,1
0900000006067R9658,2015,2014,1
0900000006067R9659,2015,2014,1
0900000006067R9660,2015,2014,1
0900000006067R9661,2015,2014,1
0900000006067R9662,2015,2014,1
0900000006067R9668,2016,2014,2
0900000006067R9686,2015,2014,1
0900000006067R9700,2015,2014,1
0900000006067R9708,2015,2014,1
0900000006067R9769,2015,2014,1
0900000006067R9786,2016,2014,2
0900000006067R9862,2015,2014,1
0900000006067R9900,2015,2014,1
0900000006067R9901,2015,2014,1
0900000006067R9902,2015,2014,1
0900000006067R9903,2015,2014,1
0900000006071R9001,2015,2014,1
0900000006071R9002,2015,2014,1
0900000006071R9020,2015,2014,1
0900000006071R9300,2015,2014,1
0900000006071R9335,2015,2014,1
0900000006071R9400,2015,2014,1
0900000006071R9600,2015,2014,1
0900000006071R9714,2015,2014,1
0900000006071R9725,2015,2014,1
0900000006071R9732,2015,2014,1
0900000006071R9760,2015,2014,1
0900000006071R9782,2015,2014,1
0900000006071R9800,2015,2014,1
0900000006071R9838,2015,2014,1
0900000006071R9839,2015,2014,1
0900000006071R9842,2015,2014,1
0900000006073R9005,2015,2014,1
0900000006073R9006,2015,2014,1
0900000006073R9009,2015,2014,1
0900000006073R9010,2015,2014,1
0900000006073R9014,2015,2014,1
0900000006073R9100,2015,2014,1
0900000006073R9102,2015,2014,1
0900000006073R9104,2015,2014,1
0900000006073R9108,2015,2014,1
0900000006073R9112,2015,2014,1
0900000006073R9113,2015,2014,1
0900000006073R9499,2015,2014,1
0900000006073R9500,2015,2014,1
0900000006073R9501,2015,2014,1
0900000006073R9503,2015,2014,1
0900000006073R9590,2015,2014,1
0900000006073R9591,2015,2014,1
0900000006073R9592,2015,2014,1
0900000006073R9593,2015,2014,1
0900000006073R9594,2015,2014,1
0900000006073R9595,2015,2014,1
0900000006073R9596,2015,2014,1
0900000006073R9597,2015,2014,1
0900000006073R9598,2015,2014,1
0900000006073R9599,2015,2014,1
0900000006073R9600,2015,2014,1
0900000006073R9601,2015,2014,1
0900000006073R9602,2015,2014,1
0900000006073R9603,2015,2014,1
0900000006073R9604,2015,2014,1
0900000006073R9605,2015,2014,1
0900000006073R9606,2015,2014,1
0900000006073R9608,2015,2014,1
0900000006073R9614,2015,2014,1
0900000006073R9615,2015,2014,1
0900000006073R9700,2015,2014,1
0900000006073R9779,2015,2014,1
0900000006073R9800,2015,2014,1
0900000006073R9811,2015,2014,1
0900000006073R9812,2015,2014,1
0900000006073R9813,2015,2014,1
0900000006073R9854,2015,2014,1
0900000006073R9865,2015,2014,1
0900000006073R9971,2015,2014,1
0900000006073R9972,2015,2014,1
0900000006073R9973,2015,2014,1
0900000006073R9974,2015,2014,1
0900000006073R9975,2015,2014,1
0900000006073R9976,2015,2014,1
0900000006073R9977,2015,2014,1
0900000006073R9978,2015,2014,1
0900000006073R9979,2015,2014,1
0900000006073R9980,2015,2014,1
0900000006073R9981,2015,2014,1
0900000006073R9982,2015,2014,1
0900000006073R9983,2015,2014,1
0900000006073R9984,2015,2014,1
0900000006073R9985,2015,2014,1
0900000006073R9986,2015,2014,1
0900000006073R9987,2015,2014,1
0900000006073R9988,2015,2014,1
0900000006073R9989,2015,2014,1
0900000006073R9990,2015,2014,1
0900000006073R9991,2015,2014,1
0900000006073R9992,2015,2014,1
0900000006073R9993,2015,2014,1
0900000006073R9994,2015,2014,1
0900000006073R9995,2015,2014,1
0900000006073R9996,2015,2014,1
0900000006073R9997,2015,2014,1
0900000006073R9998,2015,2014,1
0900000006073R9999,2015,2014,1
0900000006075R9001,2015,2014,1
0900000006075R9016,2015,2014,1
0900000006075R9304,2015,2014,1
0900000006075R9305,2015,2014,1
0900000006075R9472,2015,2014,1
0900000006075R9485,2015,2014,1
0900000006075R9486,2015,2014,1
0900000006075R9487,2015,2014,1
0900000006075R9488,2015,2014,1
0900000006075R9489,2015,2014,1
0900000006075R9490,2015,2014,1
0900000006075R9491,2015,2014,1
0900000006075R9492,2015,2014,1
0900000006075R9493,2015,2014,1
0900000006075R9500,2015,2014,1
0900000006075R9550,2015,2014,1
0900000006075R9617,2015,2014,1
0900000006075R9800,2015,2014,1
0900000006075R9801,2015,2014,1
0900000006075R9802,2015,2014,1
0900000006075R9803,2015,2014,1
0900000006075R9804,2015,2014,1
0900000006075R9805,2015,2014,1
0900000006075R9806,2015,2014,1
0900000006075R9807,2015,2014,1
0900000006075R9808,2015,2014,1
0900000006075R9809,2015,2014,1
0900000006075R9810,2015,2014,1
0900000006075R9811,2015,2014,1
0900000006075R9846,2015,2014,1
0900000006075R9863,2015,2014,1
0900000006075R9889,2015,2014,1
0900000006075R9890,2015,2014,1
0900000006077R9001,2015,2014,1
0900000006077R9100,2015,2014,1
0900000006077R9600,2015,2014,1
0900000006077R9841,2015,2014,1
0900000006079R9999,2015,2014,1
0900000006081R9010,2015,2014,1
0900000006081R9069,2015,2014,1
0900000006081R9139,2015,2014,1
0900000006081R9140,2015,2014,1
0900000006081R9281,2015,2014,1
0900000006081R9334,2015,2014,1
0900000006081R9551,2015,2014,1
0900000006081R9552,2015,2014,1
0900000006081R9553,2015,2014,1
0900000006081R9554,2015,2014,1
0900000006081R9555,2015,2014,1
0900000006081R9677,2015,2014,1
0900000006081R9700,2015,2014,1
0900000006081R9701,2015,2014,1
0900000006081R9702,2015,2014,1
0900000006081R9703,2015,2014,1
0900000006081R9704,2015,2014,1
0900000006081R9705,2015,2014,1
0900000006081R9706,2015,2014,1
0900000006081R9707,2015,2014,1
0900000006081R9708,2015,2014,1
0900000006081R9994,2015,2014,1
0900000006081R9995,2015,2014,1
0900000006081R9996,2015,2014,1
0900000006081R9997,2015,2014,1
0900000006081R9998,2015,2014,1
0900000006081R9999,2015,2014,1
0900000006083R9001,2016,2014,2
0900000006083R9002,2015,2014,1
0900000006083R9745,2015,2014,1
0900000006083R9860,2015,2014,1
0900000006083R9861,2015,2014,1
0900000006085R9001,2015,2014,1
0900000006085R9002,2015,2014,1
0900000006085R9004,2015,2014,1
0900000006085R9121,2015,2014,1
0900000006085R9173,2015,2014,1
0900000006085R9174,2015,2014,1
0900000006085R9540,2015,2014,1
0900000006085R9541,2015,2014,1
0900000006085R9542,2015,2014,1
0900000006085R9573,2015,2014,1
0900000006085R9600,2015,2014,1
0900000006085R9601,2015,2014,1
0900000006085R9701,2015,2014,1
0900000006085R9702,2015,2014,1
0900000006085R9703,2015,2014,1
0900000006085R9800,2015,2014,1
0900000006085R9819,2015,2014,1
0900000006085R9991,2015,2014,1
0900000006085R9993,2015,2014,1
0900000006085R9995,2015,2014,1
0900000006085R9999,2015,2014,1
0900000006087R9688,2015,2014,1
0900000006089R9644,2015,2014,1
0900000006089R9822,2015,2014,1
0900000006089R9825,2015,2014,1
0900000006089R9999,2015,2014,1
0900000006095R9001,2015,2014,1
0900000006095R9150,2015,2014,1
0900000006095R9445,2015,2014,1
0900000006095R9446,2015,2014,1
0900000006095R9447,2015,2014,1
0900000006095R9448,2015,2014,1
0900000006095R9449,2015,2014,1
0900000006095R9546,2015,2014,1
0900000006095R9556,2015,2014,1
0900000006095R9637,2015,2014,1
0900000006095R9766,2015,2014,1
0900000006095R9834,2015,2014,1
0900000006095R9883,2015,2014,1
0900000006095R9993,2015,2014,1
0900000006095R9994,2015,2014,1
0900000006095R9995,2015,2014,1
0900000006097R9500,2015,2014,1
0900000006097R9726,2015,2014,1
0900000006097R9730,2015,2014,1
0900000006097R9731,2015,2014,1
0900000006097R9741,2015,2014,1
0900000006099R9010,2015,2014,1
0900000006099R9800,2015,2014,1
0900000006099R9866,2015,2014,1
0900000006099R9999,2015,2014,1
0900000006101R9001,2016,2014,2
0900000006101R9003,2016,2014,2
0900000006101R9500,2015,2014,1
0900000006103R9001,2016,2014,2
0900000006103R9002,2015,2014,1
0900000006103R9003,2015,2014,1
0900000006103R9004,2015,2014,1
0900000006103R9005,2015,2014,1
0900000006103R9006,2015,2014,1
0900000006103R9008,2015,2014,1
0900000006103R9009,2015,2014,1
0900000006103R9010,2015,2014,1
0900000006109R9001,2016,2014,2
0900000006109R9310,2015,2014,1
0900000006111R9011,2015,2014,1
0900000006111R9433,2015,2014,1
0900000006113R9325,2015,2014,1
0900000006113R9667,2016,2014,2
0900000006113R9798,2015,2014,1
0900000006113R9869,2015,2014,1
0900000006113R9900,2015,2014,1
0900000006113R9901,2015,2014,1
0900000006113R9902,2015,2014,1
0900000006113R9903,2015,2014,1
0900000006115R9001,2015,2014,1
0900000006115R9325,2015,2014,1
0900000006115R9326,2015,2014,1
0900000006115R9327,2015,2014,1
0900000006115R9400,2015,2014,1
0900000006115R9500,2015,2014,1
0900000006115R9600,2015,2014,1
0900000006115R9605,2015,2014,1
0900000006115R9999,2015,2014,1
0900000015001R9669,2016,2014,2
0900000015001R9670,2016,2014,2
0900000015001R9672,2015,2014,1
0900000015001R9999,2015,2014,1
0900000015003R9274,2015,2014,1
0900000015003R9465,2016,2014,2
0900000015003R9502,2015,2014,1
0900000015003R9642,2015,2014,1
0900000015003R9643,2015,2014,1
0900000015003R9644,2015,2014,1
0900000015003R9739,2015,2014,1
0900000015003R9740,2015,2014,1
0900000015003R9746,2015,2014,1
0900000015003R9747,2015,2014,1
0900000015003R9759,2015,2014,1
0900000015003R9772,2015,2014,1
0900000015003R9773,2015,2014,1
0900000015003R9775,2015,2014,1
0900000015003R9816,2015,2014,1
0900000015003R9821,2015,2014,1
0900000015003R9859,2015,2014,1
0900000015003R9999,2015,2014,1
0900000032003R9007,2015,2014,1
0900000032003R9175,2015,2014,1
0900000032003R9200,2015,2014,1
0900000032003R9335,2015,2014,1
0900000032003R9408,2015,2014,1
0900000032003R9432,2015,2014,1
0900000032003R9674,2015,2014,1
0900000032003R9702,2015,2014,1
0900000032003R9703,2015,2014,1
0900000032003R9704,2015,2014,1
0900000032003R9720,2015,2014,1
0900000032003R9722,2015,2014,1
0900000032003R9723,2015,2014,1
0900000032003R9724,2015,2014,1
0900000032003R9729,2015,2014,1
0900000032003R9737,2015,2014,1
0900000032003R9763,2015,2014,1
0900000032003R9787,2016,2014,2
0900000032003R9788,2016,2014,2
0900000032003R9789,2016,2014,2
0900000032003R9790,2016,2014,2
0900000032003R9794,2015,2014,1
0900000032003R9800,2015,2014,1
0900000032003R9868,2015,2014,1
0900000032005R9807,2015,2014,1
0900000032029R9010,2016,2014,2
0900000032031R9575,2015,2014,1
0900000032031R9792,2015,2014,1
0900000032031R9793,2015,2014,1
0900000032031R9795,2015,2014,1
0900000032031R9796,2015,2014,1
0900000032510R9857,2015,2014,1
0900000066001R9100,2015,2014,1
0900000066001R9824,2015,2014,1
0900000066010R9500,2015,2014,1
0900000066010R9645,2015,2014,1
0900000066010R9646,2015,2014,1
0900000066010R9647,2015,2014,1
0900000066010R9648,2015,2014,1
0900000066010R9997,2015,2014,1
0900000069110R9649,2015,2014,1
0900000069110R9824,2015,2014,1
0900000069110R9826,2015,2014,1
0900011000049349,2020,2020,0
0900020200930,2020,2020,0
09000202009301,2020,2020,0
0900020220524,2022,2022,0
0900020230607RP1,2024,2023,1
0900020230621RP1,2024,2023,1
09000987,2020,2020,0
100000000201000034,2015,2014,1
100000000201000035,2015,2014,1
1000000002010OCS02,2015,2014,1
1000000002010OCS04,2015,2014,1
100000000202000103,2015,2014,1
1000000002020A0001,2015,2014,1
1000000002020A0002,2015,2014,1
1000000002020A0003,2015,2014,1
1000000002020E0001,2015,2014,1
1000000002020E0002,2015,2014,1
1000000002020E0004,2015,2014,1
1000000002020E0005,2015,2014,1
1000000002020E0006,2015,2014,1
1000000002020E0007,2015,2014,1
1000000002020E0008,2015,2014,1
1000000002020E0009,2015,2014,1
1000000002020E0010,2015,2014,1
1000000002020E0011,2015,2014,1
1000000002020E0012,2015,2014,1
1000000002020E0013,2015,2014,1
1000000002020E0014,2015,2014,1
1000000002020E0015,2015,2014,1
1000000002020E0016,2015,2014,1
1000000002020E0017,2015,2014,1
1000000002020E0018,2015,2014,1
1000000002090E0001,2015,2014,1
1000000002090E0002,2015,2014,1
1000000002090E0003,2015,2014,1
1000000002090E0004,2015,2014,1
1000000002090E0005,2015,2014,1
1000000002090E0006,2015,2014,1
1000000002090E0007,2015,2014,1
1000000002090E0008,2015,2014,1
1000000002090E0009,2015,2014,1
1000000002110A0001,2015,2014,1
1000000002110E0001,2015,2014,1
1000000002122E0001,2015,2014,1
1000000002122E0002,2015,2014,1
1000000002130A0001,2015,2014,1
1000000002130A0002,2015,2014,1
1000000002130A0003,2015,2014,1
100000000218000010,2015,2014,1
100000000218000020,2015,2014,1
1000000002185C0001,2015,2014,1
1000000016001E0001,2015,2014,1
1000000016001E0002,2015,2014,1
1000000016001E0003,2015,2014,1
1000000016001E0004,2015,2014,1
1000000016001E0006,2015,2014,1
1000000016001E0007,2015,2014,1
1000000016001E0008,2015,2014,1
1000000016001E0009,2015,2014,1
1000000016001E0010,2015,2014,1
1000000016001E0011,2015,2014,1
1000000016001E0012,2015,2014,1
1000000016001E0013,2015,2014,1
1000000016001E0014,2015,2014,1
1000000016001E0015,2015,2014,1
1000000016001E0016,2015,2014,1
1000000016001E0017,2015,2014,1
1000000016001E0018,2015,2014,1
1000000016001E0019,2015,2014,1
1000000016001E0020,2015,2014,1
1000000016001E0021,2015,2014,1
1000000016001E0033,2015,2014,1
1000000016001E0034,2015,2014,1
1000000016001E0035,2015,2014,1
1000000016001E0036,2015,2014,1
1000000016001E0037,2015,2014,1
1000000016001E0038,2015,2014,1
1000000016001E0039,2015,2014,1
1000000016001E0040,2015,2014,1
1000000016001E0041,2015,2014,1
1000000016001E0042,2015,2014,1
1000000016001E0043,2015,2014,1
1000000016001E0044,2015,2014,1
1000000016001E0045,2015,2014,1
1000000016001E0046,2015,2014,1
1000000016001E0047,2015,2014,1
1000000016001E0048,2015,2014,1
1000000016001E0049,2015,2014,1
1000000016001E0050,2015,2014,1
1000000016001E0051,2015,2014,1
1000000016001E0052,2015,2014,1
1000000016001E0053,2015,2014,1
1000000016001E0054,2015,2014,1
1000000016001E0055,2015,2014,1
1000000016001E0056,2015,2014,1
1000000016001E0057,2015,2014,1
1000000016001E0058,2015,2014,1
1000000016001E0059,2015,2014,1
1000000016001E0060,2015,2014,1
1000000016001E0061,2015,2014,1
1000000016001E0062,2015,2014,1
1000000016001E0063,2015,2014,1
1000000016001E0064,2015,2014,1
1000000016001E0065,2015,2014,1
1000000016001E0066,2015,2014,1
1000000016001E0067,2015,2014,1
1000000016001E0068,2015,2014,1
1000000016001E0069,2015,2014,1
1000000016001E0070,2015,2014,1
1000000016001E0071,2015,2014,1
1000000016001E0072,2015,2014,1
1000000016001E0073,2015,2014,1
1000000016001E0074,2015,2014,1
1000000016001E0075,2015,2014,1
1000000016001E0076,2015,2014,1
1000000016001E0077,2015,2014,1
1000000016001E0078,2015,2014,1
1000000016001E0079,2015,2014,1
1000000016001E0080,2015,2014,1
1000000016001E0081,2015,2014,1
1000000016001E0082,2015,2014,1
1000000016001E0083,2015,2014,1
1000000016001E0084,2015,2014,1
1000000016001E0085,2015,2014,1
1000000016001E0086,2015,2014,1
1000000016001E0087,2015,2014,1
1000000016001E0088,2015,2014,1
1000000016001E0089,2015,2014,1
1000000016001E0090,2015,2014,1
1000000016001E0091,2015,2014,1
1000000016001E0092,2015,2014,1
1000000016001E0093,2015,2014,1
1000000016001E0094,2015,2014,1
1000000016001E0095,2015,2014,1
1000000016001E0096,2015,2014,1
1000000016001E0097,2015,2014,1
1000000016001E0098,2015,2014,1
1000000016001E0099,2015,2014,1
1000000016001E0100,2015,2014,1
1000000016001E0101,2015,2014,1
1000000016001E0102,2015,2014,1
1000000016001E0103,2015,2014,1
1000000016001E0105,2015,2014,1
1000000016001E0106,2015,2014,1
1000000016001E0107,2015,2014,1
1000000016001E0108,2015,2014,1
1000000016001E0109,2015,2014,1
1000000016001E0110,2015,2014,1
1000000016001E0111,2015,2014,1
100000001600500049,2015,2014,1
1000000016005E0001,2015,2014,1
1000000016005E0002,2015,2014,1
1000000016005E0003,2015,2014,1
1000000016005E0004,2015,2014,1
1000000016005E0005,2015,2014,1
1000000016005E0006,2015,2014,1
1000000016005E0007,2015,2014,1
1000000016005E0008,2015,2014,1
1000000016005E0009,2015,2014,1
1000000016005E0010,2015,2014,1
1000000016005E0011,2015,2014,1
1000000016005E0012,2015,2014,1
1000000016005E0013,2015,2014,1
1000000016005E0014,2015,2014,1
1000000016005E0016,2015,2014,1
1000000016005E0018,2015,2014,1
1000000016005E0019,2015,2014,1
1000000016005E0020,2015,2014,1
100000001600900001,2015,2014,1
100000001600900018,2015,2014,1
1000000016009E0001,2015,2014,1
1000000016009T0001,2015,2014,1
1000000016011E0001,2015,2014,1
1000000016011E0002,2015,2014,1
1000000016011E0003,2015,2014,1
1000000016011E0004,2015,2014,1
1000000016011E0005,2021,2014,7
1000000016013E0001,2015,2014,1
1000000016013E0002,2015,2014,1
1000000016017E0001,2015,2014,1
1000000016019E0001,2015,2014,1
1000000016019E0002,2015,2014,1
1000000016019E0003,2015,2014,1
1000000016019E0004,2015,2014,1
1000000016019E0005,2015,2014,1
1000000016019E0006,2015,2014,1
1000000016019E0007,2015,2014,1
1000000016019E0008,2015,2014,1
1000000016019E0009,2015,2014,1
1000000016019E0010,2015,2014,1
1000000016019E0011,2015,2014,1
1000000016019E0012,2015,2014,1
1000000016019E0013,2015,2014,1
1000000016021E0001,2015,2014,1
1000000016021E0002,2015,2014,1
100000001602700133,2015,2014,1
1000000016027E0001,2015,2014,1
1000000016027E0002,2015,2014,1
1000000016027E0003,2015,2014,1
1000000016027E0004,2015,2014,1
1000000016027E0005,2015,2014,1
1000000016027E0006,2015,2014,1
1000000016027E0007,2015,2014,1
1000000016027E0008,2015,2014,1
1000000016027E0009,2015,2014,1
1000000016027E0010,2015,2014,1
1000000016027E0011,2015,2014,1
1000000016027E0012,2015,2014,1
1000000016027E0013,2015,2014,1
1000000016027E0014,2015,2014,1
1000000016027E0015,2015,2014,1
1000000016027E0016,2015,2014,1
1000000016027E0017,2015,2014,1
1000000016027E0018,2015,2014,1
1000000016027E0019,2015,2014,1
1000000016027E0020,2015,2014,1
1000000016027E0021,2015,2014,1
1000000016027E0022,2015,2014,1
1000000016027E0023,2015,2014,1
1000000016027E0024,2015,2014,1
1000000016027E0025,2015,2014,1
1000000016027E0026,2015,2014,1
1000000016027E0027,2015,2014,1
1000000016027E0029,2015,2014,1
1000000016027E0030,2015,2014,1
1000000016027E0031,2015,2014,1
100000001603100028,2015,2014,1
1000000016031E0001,2015,2014,1
1000000016031E0002,2015,2014,1
1000000016031E0003,2015,2014,1
1000000016031E0005,2015,2014,1
1000000016031E0106,2015,2014,1
100000001603500003,2015,2014,1
100000001603500022,2015,2014,1
1000000016035T0001,2015,2014,1
1000000016035T0002,2015,2014,1
1000000016035T0003,2015,2014,1
1000000016037E0001,2015,2014,1
1000000016039E0001,2015,2014,1
1000000016039E0002,2015,2014,1
1000000016039E0003,2015,2014,1
1000000016039E0004,2015,2014,1
1000000016043E0001,2015,2014,1
1000000016045C0001,2015,2014,1
1000000016045E0001,2015,2014,1
1000000016045E0002,2015,2014,1
1000000016045E0003,2015,2014,1
1000000016047E0001,2015,2014,1
1000000016047E0002,2015,2014,1
100000001604900002,2015,2014,1
100000001604900007,2015,2014,1
1000000016049E0001,2015,2014,1
1000000016051E0001,2015,2014,1
1000000016053E0001,2015,2014,1
1000000016053E0002,2015,2014,1
1000000016053E0003,2015,2014,1
1000000016053E0004,2015,2014,1
1000000016053E0005,2015,2014,1
1000000016053E0006,2015,2014,1
1000000016055E0001,2015,2014,1
1000000016055T0001,2015,2014,1
1000000016057E0001,2015,2014,1
1000000016057E0002,2015,2014,1
1000000016057E0003,2015,2014,1
100000001606100001,2015,2014,1
100000001606100002,2015,2014,1
100000001606100004,2015,2014,1
100000001606100008,2015,2014,1
1000000016065E0001,2015,2014,1
1000000016065E0002,2015,2014,1
1000000016065E0003,2015,2014,1
1000000016067E0001,2015,2014,1
1000000016067E0002,2015,2014,1
1000000016067E0003,2015,2014,1
1000000016067E0004,2015,2014,1
100000001606900029,2015,2014,1
1000000016069A0001,2015,2014,1
1000000016069E0001,2015,2014,1
1000000016069E0002,2015,2014,1
1000000016069E0003,2015,2014,1
1000000016069E0004,2015,2014,1
1000000016069E0005,2015,2014,1
1000000016069E0006,2015,2014,1
1000000016069E0008,2015,2014,1
1000000016069T0001,2015,2014,1
1000000016069T0002,2015,2014,1
1000000016069T0003,2015,2014,1
1000000016073E0001,2015,2014,1
1000000016075E0001,2015,2014,1
1000000016075E0002,2015,2014,1
1000000016075E0003,2015,2014,1
1000000016075E0004,2015,2014,1
1000000016075E0005,2015,2014,1
100000001607700009,2015,2014,1
100000001607700016,2015,2014,1
100000001607700025,2015,2014,1
100000001607700026,2015,2014,1
1000000016077E0001,2015,2014,1
1000000016077E0002,2015,2014,1
1000000016077E0003,2015,2014,1
1000000016077E0004,2015,2014,1
1000000016077E0005,2015,2014,1
1000000016077E0006,2015,2014,1
100000001608300067,2015,2014,1
1000000016083E0001,2015,2014,1
1000000016083E0002,2015,2014,1
1000000016083E0003,2015,2014,1
1000000016083E0004,2015,2014,1
1000000016083E0005,2015,2014,1
1000000016083E0006,2015,2014,1
1000000016083E0007,2015,2014,1
1000000016083E0008,2015,2014,1
1000000016083E0009,2015,2014,1
1000000016083E0010,2015,2014,1
1000000016083E0011,2015,2014,1
1000000016083E0012,2015,2014,1
1000000016085E0001,2015,2014,1
100000001677700030,2015,2014,1
1000000041001E0001,2015,2014,1
1000000041001E0002,2015,2014,1
1000000041017E0001,2015,2014,1
1000000041017E0002,2015,2014,1
1000000041017E0003,2015,2014,1
1000000041019E0001,2015,2014,1
1000000041031E0001,2015,2014,1
1000000041045E0001,2015,2014,1
1000000041051COE01,2015,2014,1
