PGM_SYS_ID,YEAR,GROUP,MEAN_VIOL_TO_EA_LAG_DAYS,LAG_QUARTILE,N_VIOLATIONS_FUTURE
SC00009800014,2016,other,0,Q1 (fastest),0
SC00010000005,2017,other,0,Q1 (fastest),0
SC00010000005,2020,other,0,Q1 (fastest),0
SC00010000020,2019,electric,0,Q1 (fastest),0
SC00010000020,2023,electric,455.33,Q4 (slowest),0
SC00010000045,2024,other,526,Q4 (slowest),1
SC00010400003,2018,other,0,Q1 (fastest),0
SC00010400008,2019,other,0,Q1 (fastest),0
SC00010400008,2024,other,107,Q3,0
SC00010400016,2017,other,0,Q1 (fastest),1
SC00010400016,2018,other,0,Q1 (fastest),0
SC00010400016,2021,other,650,Q4 (slowest),0
SC00010400070,2017,other,0,Q1 (fastest),1
SC00010400070,2018,other,0,Q1 (fastest),0
SC00010400070,2022,other,0,Q1 (fastest),0
SC00010400076,2024,other,291,Q4 (slowest),0
SC00010400079,2020,other,0,Q1 (fastest),0
SC00010400092,2017,other,0,Q1 (fastest),0
SC00010400092,2021,other,0,Q1 (fastest),1
SC00010400092,2022,other,334,Q4 (slowest),0
SC00011400002,2023,other,164,Q3,0
SC00011400004,2019,other,418,Q4 (slowest),0
SC00011400004,2023,other,83,Q2,0
SC00011400005,2017,electric,104.5,Q3,0
SC00011400005,2019,electric,570.5,Q4 (slowest),0
SC00011400005,2022,electric,283.5,Q4 (slowest),0
SC00011400008,2016,other,0,Q1 (fastest),0
SC00011400031,2023,other,778,Q4 (slowest),0
SC00011400044,2024,other,408,Q4 (slowest),0
SC00011400056,2023,other,79,Q2,0
SC00011400061,2021,other,0,Q1 (fastest),0
SC00012000013,2017,other,0,Q1 (fastest),0
SC00012000013,2024,other,303,Q4 (slowest),1
SC00012000014,2020,other,0,Q1 (fastest),0
SC00012000018,2023,other,13,Q1 (fastest),0
SC00012000024,2017,other,0,Q1 (fastest),0
SC00012000024,2022,other,0,Q1 (fastest),1
SC00012000024,2023,other,301.5,Q4 (slowest),1
SC00012000024,2024,other,185.5,Q3,0
SC00012000039,2021,other,0,Q1 (fastest),0
SC00012000046,2017,other,0,Q1 (fastest),0
SC00012000068,2024,other,586,Q4 (slowest),0
SC00012000073,2017,other,0,Q1 (fastest),0
SC00012000075,2021,other,0,Q1 (fastest),0
SC00012000075,2023,other,0,Q1 (fastest),0
SC00012000094,2022,other,49,Q2,0
SC00012000094,2024,other,284,Q4 (slowest),0
SC00012000099,2017,other,0,Q1 (fastest),1
SC00012000099,2018,other,0,Q1 (fastest),0
SC00012000099,2021,other,7,Q1 (fastest),0
SC00012000099,2023,other,31,Q2,0
SC00012000107,2024,other,351,Q4 (slowest),1
SC00012000183,2023,other,88,Q2,0
SC00012000245,2021,other,0,Q1 (fastest),1
SC00012000245,2024,other,623,Q4 (slowest),0
SC00012000306,2022,other,223,Q3,0
SC00012000306,2024,other,63,Q2,0
SC00012000326,2024,other,29,Q2,0
SC00012000362,2020,other,0,Q1 (fastest),0
SC00012000362,2023,other,190,Q3,0
SC00012000371,2024,other,14,Q1 (fastest),0
SC00012000374,2017,other,0,Q1 (fastest),0
SC00012000386,2016,other,106.5,Q3,0
SC00012000386,2022,other,0,Q1 (fastest),1
SC00012000386,2023,other,63,Q2,1
SC00012000386,2024,other,339,Q4 (slowest),0
SC00012000395,2020,other,0,Q1 (fastest),1
SC00012000395,2021,other,0,Q1 (fastest),1
SC00012000395,2022,other,0,Q1 (fastest),1
SC00012000395,2023,other,671,Q4 (slowest),1
SC00012000412,2019,other,0,Q1 (fastest),0
SC00012000412,2023,other,68,Q2,0
SC00012000416,2022,other,322,Q4 (slowest),0
SC00012000526,2023,other,55,Q2,0
SC00012000534,2022,other,587,Q4 (slowest),0
SC00012000534,2024,other,24,Q2,1
SC00012000535,2022,other,0,Q1 (fastest),0
SC00012400019,2023,other,94,Q3,0
SC00012400117,2020,other,0,Q1 (fastest),1
SC00012400123,2020,other,0,Q1 (fastest),0
SC00012400133,2018,other,0,Q1 (fastest),0
SC00012400133,2023,other,61,Q2,0
SC00012800004,2017,other,0,Q1 (fastest),0
SC00012800024,2017,other,0,Q1 (fastest),0
SC00012800024,2022,other,0,Q1 (fastest),0
SC00012800024,2024,other,140.5,Q3,0
SC00013400029,2017,other,0,Q1 (fastest),0
SC00013400029,2024,other,266,Q4 (slowest),0
SC00013400124,2023,other,23,Q2,0
SC00013600021,2016,other,0,Q1 (fastest),0
SC00013600021,2018,other,0,Q1 (fastest),0
SC00013600032,2017,other,0,Q1 (fastest),1
SC00013600032,2018,other,9,Q1 (fastest),0
SC00013600032,2023,other,222,Q3,0
SC00013600042,2018,other,0,Q1 (fastest),0
SC00013600050,2021,other,569,Q4 (slowest),1
SC00013600050,2022,other,0,Q1 (fastest),1
SC00013800003,2016,other,0,Q1 (fastest),0
SC00013800016,2023,other,25,Q2,0
SC00013800025,2017,other,61.5,Q2,0
SC00013800025,2024,other,254.67,Q4 (slowest),1
SC00013800044,2023,other,99,Q3,0
SC00014600005,2022,other,304,Q4 (slowest),0
SC00014600005,2024,other,583,Q4 (slowest),1
SC00014600070,2019,other,303,Q4 (slowest),3
SC00014600070,2020,other,0,Q1 (fastest),1
SC00014600070,2021,other,0,Q1 (fastest),0
SC00014600070,2024,other,352,Q4 (slowest),0
SC00015200015,2019,other,0,Q1 (fastest),1
SC00015200015,2020,other,230,Q3,0
SC00015200015,2024,other,244,Q3,1
SC00015200017,2016,other,0,Q1 (fastest),0
SC00015200078,2022,other,851,Q4 (slowest),0
SC00015200078,2024,other,176.8,Q3,4
SC00015200142,2019,other,0,Q1 (fastest),0
SC00015200142,2023,other,96,Q3,0
SC00015400027,2021,other,0,Q1 (fastest),1
SC00015400027,2022,other,675,Q4 (slowest),1
SC00015400027,2023,other,32,Q2,0
SC00015600005,2021,other,259.83,Q4 (slowest),2
SC00015600005,2022,other,8,Q1 (fastest),2
SC00015600005,2023,other,468,Q4 (slowest),0
SC00015600016,2018,other,0,Q1 (fastest),0
SC00015600016,2022,other,624,Q4 (slowest),0
SC00015600016,2024,other,43,Q2,0
SC00015600037,2022,other,421,Q4 (slowest),0
SC00015600087,2019,other,0,Q1 (fastest),0
SC00015600087,2023,other,80,Q2,2
SC00015600087,2024,other,217,Q3,1
SC00015600131,2022,other,176,Q3,0
SC00015600273,2020,other,45.5,Q2,0
SC00016600029,2020,other,0,Q1 (fastest),0
SC00016600029,2022,other,0,Q1 (fastest),0
SC00016600029,2024,other,614,Q4 (slowest),0
SC00016600035,2022,other,0,Q1 (fastest),1
SC00016800043,2018,other,0,Q1 (fastest),0
SC00016800043,2020,other,0,Q1 (fastest),0
SC00016800048,2022,other,0,Q1 (fastest),0
SC00016800050,2017,other,0,Q1 (fastest),0
SC00016800100,2019,other,0,Q1 (fastest),1
SC00016800100,2020,other,0,Q1 (fastest),0
SC00016800100,2022,other,201.5,Q3,0
SC00016800104,2016,other,0,Q1 (fastest),0
SC00016800104,2018,other,0,Q1 (fastest),1
SC00016800104,2022,other,473,Q4 (slowest),1
SC00016800104,2023,other,230,Q3,1
SC00016800104,2024,other,14,Q1 (fastest),1
SC00016800117,2023,other,244,Q3,0
SC00016800120,2022,other,575,Q4 (slowest),0
SC00017800007,2024,other,239.5,Q3,0
SC00017800008,2021,other,172,Q3,0
SC00017800008,2024,other,443,Q4 (slowest),0
SC00017800022,2023,other,10,Q1 (fastest),2
SC00017800022,2024,other,623,Q4 (slowest),1
SC00017800045,2020,other,0,Q1 (fastest),0
SC00017800045,2022,other,833.5,Q4 (slowest),1
SC00017800045,2023,other,342.5,Q4 (slowest),0
SC00017800054,2024,other,137.5,Q3,0
SC00017800056,2022,other,0,Q1 (fastest),1
SC00017800056,2023,other,745,Q4 (slowest),0
SC00018200033,2016,other,0,Q1 (fastest),0
SC00018200041,2022,electric,384,Q4 (slowest),0
SC00018200066,2019,electric,0,Q1 (fastest),0
SC00018200067,2024,other,37,Q2,1
SC00018200072,2024,electric,10,Q2,1
SC00018200105,2024,other,146.5,Q3,1
SC00018600004,2017,other,414.75,Q4 (slowest),0
SC00018600004,2019,other,1247.75,Q4 (slowest),3
SC00018600004,2020,other,1234.33,Q4 (slowest),1
SC00018600004,2021,other,938,Q4 (slowest),0
SC00018600005,2018,other,0,Q1 (fastest),0
SC00018600043,2019,other,0,Q1 (fastest),0
SC00018600043,2023,other,38,Q2,0
SC00018600044,2017,electric,0,Q1 (fastest),0
SC00018600044,2022,electric,0,Q1 (fastest),1
SC00018600044,2023,electric,107,Q3,0
SC00018600055,2022,other,111,Q3,0
SC00018600082,2024,other,131.5,Q3,0
SC00018600085,2017,electric,43,Q2,0
SC00018600085,2020,electric,0,Q1 (fastest),0
SC00018600090,2022,other,196,Q3,0
SC00018600153,2022,other,331,Q4 (slowest),0
SC00018600157,2022,other,541,Q4 (slowest),0
SC00018800010,2024,other,31,Q2,0
SC00018800051,2022,electric,0,Q1 (fastest),0
SC00018800060,2020,other,0,Q1 (fastest),0
SC00018800080,2022,other,0,Q1 (fastest),0
SC00018800092,2016,other,0,Q1 (fastest),0
SC00018800092,2021,other,34,Q2,0
SC00019000007,2018,other,84.5,Q2,0
SC00019000007,2021,other,0,Q1 (fastest),0
SC00019000007,2024,other,324.5,Q4 (slowest),0
SC00019000010,2017,other,0,Q1 (fastest),0
SC00019000010,2020,other,0,Q1 (fastest),0
SC00019000016,2024,other,28,Q2,0
SC00019000040,2016,other,147,Q3,0
SC00019000044,2021,other,0,Q1 (fastest),1
SC00019000044,2022,other,510,Q4 (slowest),1
SC00019000046,2018,other,0,Q1 (fastest),0
SC00019000046,2022,other,461.5,Q4 (slowest),1
SC00019000046,2023,other,55,Q2,0
SC00019000052,2017,other,0,Q1 (fastest),0
SC00019000052,2022,other,483,Q4 (slowest),0
SC00019000083,2021,other,0,Q1 (fastest),0
SC00019000093,2016,other,0,Q1 (fastest),1
SC00019000093,2017,other,0,Q1 (fastest),0
SC00019000093,2023,other,14,Q1 (fastest),0
SC00019000143,2024,other,94,Q3,0
SC00019000145,2018,other,0,Q1 (fastest),0
SC00019000145,2023,other,53,Q2,1
SC00019000145,2024,other,152,Q3,0
SC00019000146,2018,other,159.5,Q3,0
SC00019000148,2018,other,0,Q1 (fastest),0
SC00019000162,2020,other,0,Q1 (fastest),0
SC00019000162,2022,other,0,Q1 (fastest),1
SC00019000172,2017,other,0,Q1 (fastest),0
SC00019000172,2021,other,1016,Q4 (slowest),0
SC00019000206,2024,other,14,Q1 (fastest),0
SC00019000286,2018,other,0,Q1 (fastest),0
SC00019000286,2021,other,626.5,Q4 (slowest),5
SC00019000286,2022,other,219.3,Q3,1
SC00019000286,2023,other,424,Q4 (slowest),2
SC00019000286,2024,other,123.5,Q3,0
SC00020600001,2018,other,1701,Q4 (slowest),0
SC00020600055,2020,other,0,Q1 (fastest),1
SC00020600055,2021,other,0,Q1 (fastest),0
SC00020600055,2023,other,512.5,Q4 (slowest),1
SC00020600055,2024,other,129.5,Q3,0
SC00020600065,2017,other,66.5,Q2,0
SC00020600065,2021,other,0,Q1 (fastest),0
SC00020600071,2021,other,0,Q1 (fastest),0
SC00020600071,2023,other,153,Q3,0
SC00020600075,2024,other,49,Q2,0
SC00020600085,2024,other,73,Q2,0
SC00020600088,2024,other,145.5,Q3,0
SC00020600119,2020,other,0,Q1 (fastest),1
SC00020600181,2020,other,0,Q1 (fastest),0
SC00020600207,2017,other,0,Q1 (fastest),1
SC00020600207,2018,other,0,Q1 (fastest),0
SC00020600230,2020,other,0,Q1 (fastest),1
SC00020600230,2021,other,0,Q1 (fastest),1
SC00020600230,2022,other,0,Q1 (fastest),0
SC00020600269,2024,other,92,Q3,0
SC00020600299,2018,other,0,Q1 (fastest),0
SC00020600300,2017,other,0,Q1 (fastest),0
SC00020600345,2017,other,0,Q1 (fastest),0
SC00020600345,2020,other,0,Q1 (fastest),0
SC00020600345,2022,other,0,Q1 (fastest),0
SC00020600430,2021,other,42.75,Q2,0
SC00020600455,2016,other,0,Q1 (fastest),0
SC00020600482,2024,other,139,Q3,0
SC00020600507,2017,other,42.5,Q2,0
SC00020600514,2016,other,0,Q1 (fastest),2
SC00020600514,2020,other,0,Q1 (fastest),2
SC00020600514,2021,other,0,Q1 (fastest),1
SC00020600514,2022,other,0,Q1 (fastest),1
SC00020600514,2023,other,240,Q3,0
SC00020600516,2024,other,248.5,Q3,1
SC00020600530,2016,other,105,Q3,0
SC00020600537,2020,other,0,Q1 (fastest),0
SC00020600537,2024,other,24,Q2,0
SC00020600540,2020,other,122,Q3,1
SC00020600540,2021,other,59,Q2,1
SC00020600540,2022,other,0,Q1 (fastest),2
SC00020600540,2023,other,185,Q3,1
SC00020600540,2024,other,159.5,Q3,2
SC00020600658,2023,other,149.5,Q3,0
SC00021400004,2019,other,0,Q1 (fastest),0
SC00021400006,2020,other,0,Q1 (fastest),0
SC00021400006,2023,other,400.5,Q4 (slowest),1
SC00021400018,2023,other,54,Q2,0
SC00021400097,2016,other,46.5,Q2,0
SC00021400097,2021,other,181,Q3,1
SC00021400097,2024,other,642.5,Q4 (slowest),1
SC00021400139,2017,other,0,Q1 (fastest),0
SC00021400139,2022,other,530,Q4 (slowest),1
SC00021400139,2023,other,98,Q3,0
SC00021400147,2022,other,0,Q1 (fastest),1
SC00021400147,2023,other,183,Q3,0
SC00021800008,2021,other,0,Q1 (fastest),0
SC00021800031,2021,other,0,Q1 (fastest),0
SC00021800032,2020,electric,0,Q1 (fastest),0
SC00021800047,2020,other,107.5,Q3,0
SC00021800047,2024,other,59,Q2,0
SC00023200034,2018,other,80.5,Q2,0
SC00024400005,2016,other,0,Q1 (fastest),0
SC00024400005,2022,other,565,Q4 (slowest),0
SC00024400005,2024,other,397,Q4 (slowest),2
SC00024400027,2016,other,0,Q1 (fastest),0
SC00024400084,2020,other,0,Q1 (fastest),0
SC00024400084,2022,other,0,Q1 (fastest),1
SC00024400084,2023,other,45,Q2,0
SC00024400094,2020,other,0,Q1 (fastest),0
SC00024400097,2023,other,56,Q2,0
SC00024400192,2023,other,10,Q1 (fastest),0
SC00024400198,2022,other,0,Q1 (fastest),0
SC00024400204,2021,other,0,Q1 (fastest),1
SC00024400204,2022,other,535,Q4 (slowest),0
SC00024400204,2024,other,394,Q4 (slowest),0
SC00024400212,2023,other,154,Q3,1
SC00024400212,2024,other,84,Q2,0
SC00024400213,2020,other,0,Q1 (fastest),0
SC00099000022,2016,other,0,Q1 (fastest),0
SC00099000025,2022,other,333.5,Q4 (slowest),0
SC00099000033,2023,other,332,Q4 (slowest),0
SC00099000036,2023,other,799,Q4 (slowest),0
SC00099000041,2017,other,0,Q1 (fastest),0
SC00099000041,2024,other,29,Q2,0
SC00099000055,2023,other,55,Q2,0
SC00099000066,2022,other,631,Q4 (slowest),0
SC00099000066,2024,other,20,Q2,0
SC00099000088,2017,other,0,Q1 (fastest),0
SC00099000090,2017,other,0,Q1 (fastest),0
SC00099000090,2022,other,281.5,Q4 (slowest),1
SC00099000090,2023,other,170.5,Q3,1
SC00099000090,2024,other,103,Q3,1
SC00099000115,2022,other,268,Q4 (slowest),1
SC00099000115,2023,other,101,Q3,0
SC00099000144,2019,other,0,Q1 (fastest),0
SC00099000144,2023,other,304,Q4 (slowest),0
SC00099000145,2019,other,0,Q1 (fastest),0
SC00099000169,2022,other,0,Q1 (fastest),0
SC00099000213,2016,other,0,Q1 (fastest),0
SC00099000227,2017,other,0,Q1 (fastest),0
SC00099000227,2020,other,0,Q1 (fastest),0
SC00099000234,2022,other,108,Q3,0
SC00099000271,2023,other,142.5,Q3,0
SC00099000287,2017,other,0,Q1 (fastest),0
SC00099000300,2018,other,31,Q2,0
SC00099000300,2024,other,22,Q2,0
SC00099000304,2020,other,0,Q1 (fastest),0
SC00099000322,2023,other,34,Q2,1
SC00099000322,2024,other,91,Q2,0
SC00099000337,2017,other,0,Q1 (fastest),1
SC00099000337,2018,other,0,Q1 (fastest),0
SC00099000342,2022,other,0,Q1 (fastest),0
SC00099000362,2024,other,183,Q3,0
SC00099000373,2017,other,0,Q1 (fastest),0
SC00099000375,2023,other,43,Q2,0
SC00099000400,2022,other,438,Q4 (slowest),0
SC00099000421,2024,other,141,Q3,0
SC00099000447,2021,other,0,Q1 (fastest),1
SC00099000454,2017,other,0,Q1 (fastest),1
SC00099000461,2016,other,72,Q2,0
SC00099000461,2022,other,497,Q4 (slowest),2
SC00099000461,2023,other,24,Q2,0
SC00099000478,2022,other,0,Q1 (fastest),0
SC00099000482,2023,other,341,Q4 (slowest),0
SC00099000490,2024,other,50,Q2,0
SC00099000512,2017,other,0,Q1 (fastest),0
SC00099000512,2022,other,31,Q2,0
SC00099000512,2024,other,196,Q3,1
SC00099000539,2022,other,0,Q1 (fastest),1
SC00099000612,2023,other,117,Q3,0
SC00099000613,2023,other,340,Q4 (slowest),0
SC00099000623,2020,other,0,Q1 (fastest),0
SC00099000652,2016,other,0,Q1 (fastest),0
SC00099000652,2019,other,0,Q1 (fastest),0
SC00099000652,2022,other,443,Q4 (slowest),0
SC00099000674,2020,other,0,Q1 (fastest),0
SC00099000681,2021,other,364,Q4 (slowest),0
SC00099000699,2022,other,0,Q1 (fastest),0
SC00099000771,2024,other,18,Q2,1
SD0000004601100001,2018,other,77,Q2,0
SD0000004601101058,2018,other,146,Q3,0
SD0000004601300007,2022,other,122,Q3,1
SD0000004601301011,2023,other,154,Q3,0
SD0000004602900018,2023,other,192,Q3,1
SD0000004605101001,2018,electric,277,Q4 (slowest),0
SD0000004607900005,2024,electric,7,Q1 (fastest),0
SD0000004608100005,2021,other,103,Q3,0
SD0000004608100114,2022,other,0,Q1 (fastest),0
SD0000004610300010,2016,other,656,Q4 (slowest),0
SD0000004610300012,2022,other,32,Q2,0
SD0000004610300052,2019,other,293,Q4 (slowest),1
SD0000004610300052,2024,other,146,Q3,1
SD0000004610900003,2022,other,223,Q3,0
SD0000004611500005,2023,other,271,Q4 (slowest),2
SD0000004612500001,2023,other,162,Q3,1
SD0000004612500001,2024,other,174,Q3,2
SD0000004612500002,2021,other,228,Q3,3
TN0000004700100009,2019,electric,47,Q2,0
TN0000004700100061,2024,other,191.5,Q3,1
TN0000004700100114,2016,other,65,Q2,1
TN0000004700100114,2017,other,65.5,Q2,1
TN0000004700100114,2018,other,74.5,Q2,1
TN0000004700100114,2019,other,10,Q1 (fastest),0
TN0000004700100114,2022,other,136.5,Q3,0
TN0000004700100114,2024,other,90,Q2,0
TN0000004700100234,2022,other,45,Q2,0
TN0000004700100234,2024,other,43,Q2,0
TN0000004700100275,2020,other,95,Q3,0
TN0000004700100275,2022,other,257,Q4 (slowest),0
TN0000004700300081,2018,other,7,Q1 (fastest),0
TN0000004700300109,2017,other,75.5,Q2,1
TN0000004700300109,2018,other,86,Q2,0
TN0000004700300109,2020,other,20,Q2,0
TN0000004700300109,2022,other,81,Q2,0
TN0000004700500003,2024,other,122,Q3,1
TN0000004700500045,2016,other,39.5,Q2,0
TN0000004700500047,2022,other,34,Q2,0
TN0000004700500055,2019,other,91.67,Q3,0
TN0000004700500055,2021,other,123.75,Q3,0
TN0000004700500055,2024,other,74.33,Q2,2
TN0000004700900008,2016,other,112,Q3,1
TN0000004700900008,2017,other,239.5,Q3,1
TN0000004700900008,2018,other,104,Q3,0
TN0000004700900008,2022,other,182,Q3,4
TN0000004700900008,2023,other,101,Q3,2
TN0000004700900008,2024,other,75.33,Q2,1
TN0000004700900021,2024,other,154,Q3,0
TN0000004700900030,2017,other,39,Q2,0
TN0000004700900176,2016,other,29,Q2,0
TN0000004700900183,2020,other,99.5,Q3,0
TN0000004700900199,2018,other,40.5,Q2,0
TN0000004700900199,2022,other,85.5,Q2,0
TN0000004700900312,2024,other,27,Q2,0
TN0000004701100176,2020,other,8,Q1 (fastest),0
TN0000004701100176,2024,other,108.5,Q3,0
TN0000004701100215,2020,other,628.5,Q4 (slowest),0
TN0000004701100282,2020,other,148.5,Q3,0
TN0000004701100282,2023,other,120.5,Q3,0
TN0000004701300181,2017,other,55.5,Q2,0
TN0000004701300181,2024,other,101.5,Q3,0
TN0000004701500040,2017,other,106,Q3,0
TN0000004701500062,2018,other,251,Q3,0
TN0000004701500065,2018,other,7,Q1 (fastest),1
TN0000004701500065,2019,other,82.5,Q2,0
TN0000004701700012,2023,other,17,Q2,2
TN0000004701700012,2024,other,80,Q2,1
TN0000004701900011,2023,other,119.5,Q3,0
TN0000004701900046,2019,other,34,Q2,0
TN0000004701900046,2022,other,20,Q2,0
TN0000004701900046,2024,other,72,Q2,0
TN0000004701900152,2019,other,67.33,Q2,1
TN0000004701900152,2020,other,51.5,Q2,0
TN0000004701900154,2018,other,39,Q2,0
TN0000004702100023,2016,other,79.33,Q2,0
TN0000004702100023,2019,other,68,Q2,0
TN0000004702100039,2017,other,72,Q2,0
TN0000004702100039,2021,other,12,Q1 (fastest),0
TN0000004702100039,2023,other,7,Q1 (fastest),0
TN0000004702500009,2017,other,51,Q2,0
TN0000004702500049,2018,other,99,Q3,0
TN0000004702500083,2018,other,122,Q3,1
TN0000004702500083,2019,other,134.5,Q3,3
TN0000004702500083,2020,other,131.67,Q3,1
TN0000004702500083,2021,other,110,Q3,0
TN0000004702700022,2017,other,39,Q2,2
TN0000004702700022,2018,other,52,Q2,0
TN0000004702700022,2021,other,129.5,Q3,1
TN0000004702700022,2022,other,27,Q2,2
TN0000004702700022,2023,other,51.67,Q2,1
TN0000004702700022,2024,other,105,Q3,2
TN0000004702900001,2017,other,32,Q2,0
TN0000004702900009,2023,other,384.5,Q4 (slowest),0
TN0000004702900020,2023,other,35,Q2,0
TN0000004702900075,2024,other,43,Q2,1
TN0000004702900091,2020,other,42,Q2,1
TN0000004702900092,2020,other,96,Q3,0
TN0000004702900139,2024,other,50,Q2,0
TN0000004703100010,2019,other,37,Q2,0
TN0000004703100039,2022,other,35,Q2,1
TN0000004703100039,2023,other,25,Q2,0
TN0000004703100067,2016,other,8,Q1 (fastest),0
TN0000004703100067,2018,other,38,Q2,0
TN0000004703100067,2023,other,87.5,Q2,0
TN0000004703100113,2018,other,41,Q2,0
TN0000004703100123,2017,other,71,Q2,0
TN0000004703500028,2021,other,135,Q3,0
TN0000004703500066,2019,other,9,Q1 (fastest),0
TN0000004703500083,2019,other,24,Q2,0
TN0000004703500090,2018,other,10,Q1 (fastest),0
TN0000004703500090,2020,other,92.5,Q3,0
TN0000004703500090,2023,other,38,Q2,0
TN0000004703500118,2024,other,40,Q2,0
TN0000004703500120,2016,other,67.5,Q2,1
TN0000004703500120,2017,other,49.5,Q2,0
TN0000004703500120,2024,other,30,Q2,0
TN0000004703700093,2017,other,142.5,Q3,1
TN0000004703700093,2018,other,36,Q2,0
TN0000004703700093,2023,other,13.5,Q1 (fastest),0
TN0000004703900052,2019,other,121.75,Q3,0
TN0000004703900052,2021,other,13,Q1 (fastest),0
TN0000004703900053,2022,other,34,Q2,0
TN0000004704100031,2018,other,17,Q2,0
TN0000004704100031,2021,other,16,Q2,0
TN0000004704100031,2024,other,24,Q2,0
TN0000004704300044,2017,other,77.5,Q2,1
TN0000004704300044,2018,other,14,Q1 (fastest),0
TN0000004704300063,2024,other,77.5,Q2,0
TN0000004704300066,2022,other,5,Q1 (fastest),0
TN0000004704300112,2019,other,5,Q1 (fastest),1
TN0000004704300112,2020,other,40,Q2,1
TN0000004704300112,2021,other,3,Q1 (fastest),0
TN0000004704300112,2023,other,13,Q1 (fastest),0
TN0000004704300176,2020,other,14,Q1 (fastest),1
TN0000004704300176,2021,other,14,Q1 (fastest),0
TN0000004704300177,2019,other,54.5,Q2,0
TN0000004704300177,2024,other,125,Q3,0
TN0000004704300207,2019,other,54,Q2,0
TN0000004704500005,2016,other,287,Q4 (slowest),0
TN0000004704500005,2023,other,8,Q1 (fastest),0
TN0000004704500014,2024,other,129,Q3,0
TN0000004704500090,2021,other,241,Q3,0
TN0000004704500182,2019,other,29,Q2,0
TN0000004704700038,2020,other,1,Q1 (fastest),1
TN0000004704700038,2021,other,103,Q3,0
TN0000004704700038,2023,other,107,Q3,0
TN0000004704700063,2017,other,3,Q1 (fastest),0
TN0000004704700063,2021,other,36,Q2,0
TN0000004704900046,2018,other,341.5,Q4 (slowest),0
TN0000004704900046,2021,other,160,Q3,0
TN0000004705100026,2017,other,60.5,Q2,0
TN0000004705100026,2019,other,61.5,Q2,0
TN0000004705100079,2021,other,24,Q2,0
TN0000004705100079,2024,other,18,Q2,2
TN0000004705100085,2024,other,76,Q2,2
TN0000004705100086,2018,other,22.5,Q2,0
TN0000004705100086,2020,other,35,Q2,3
TN0000004705100086,2021,other,287.5,Q4 (slowest),3
TN0000004705100086,2022,other,62.4,Q2,0
TN0000004705100091,2017,other,66,Q2,1
TN0000004705100091,2018,other,340.5,Q4 (slowest),0
TN0000004705100091,2024,other,75.25,Q2,0
TN0000004705100131,2020,other,105,Q3,0
TN0000004705300007,2022,other,34,Q2,0
TN0000004705300019,2019,other,15,Q2,1
TN0000004705300019,2020,other,34,Q2,0
TN0000004705300019,2022,other,123.5,Q3,1
TN0000004705300019,2023,other,28,Q2,0
TN0000004705300100,2019,other,13,Q1 (fastest),0
TN0000004705300100,2022,other,98,Q3,0
TN0000004705300221,2021,other,77,Q2,0
TN0000004705500010,2018,other,77.5,Q2,0
TN0000004705500010,2022,other,222.5,Q3,0
TN0000004705500076,2017,other,36,Q2,0
TN0000004705500076,2021,other,110.5,Q3,1
TN0000004705500076,2022,other,77,Q2,0
TN0000004705900001,2017,other,17,Q2,1
TN0000004705900001,2018,other,133.5,Q3,0
TN0000004705900001,2021,other,112.5,Q3,2
TN0000004705900001,2022,other,317,Q4 (slowest),0
TN0000004705900001,2024,other,137.5,Q3,0
TN0000004705900009,2020,other,54.5,Q2,1
TN0000004705900009,2021,other,59,Q2,0
TN0000004705900009,2024,other,93,Q3,1
TN0000004705900074,2022,other,20,Q2,1
TN0000004705900074,2023,other,119.5,Q3,0
TN0000004705900129,2016,other,122.5,Q3,0
TN0000004705900132,2021,other,17,Q2,1
TN0000004705900132,2022,other,363,Q4 (slowest),0
TN0000004705900136,2021,other,21,Q2,0
TN0000004705900144,2024,other,67,Q2,0
TN0000004705900165,2018,other,117.25,Q3,2
TN0000004705900165,2019,other,47,Q2,0
TN0000004705900166,2018,other,209,Q3,1
TN0000004705900166,2019,other,122,Q3,0
TN0000004705900166,2022,other,81.5,Q2,0
TN0000004705900166,2024,other,96.4,Q3,2
TN0000004705900176,2016,other,29,Q2,1
TN0000004705900176,2017,other,28,Q2,2
TN0000004705900176,2018,other,53.33,Q2,1
TN0000004705900176,2019,other,30.5,Q2,1
TN0000004705900176,2020,other,100.5,Q3,0
TN0000004705900177,2021,other,121.5,Q3,1
TN0000004705900177,2022,other,351,Q4 (slowest),0
TN0000004705900185,2018,other,17,Q2,0
TN0000004705900248,2016,other,258,Q4 (slowest),3
TN0000004705900248,2017,other,64.17,Q2,2
TN0000004705900248,2018,other,140,Q3,1
TN0000004705900248,2019,other,62,Q2,0
TN0000004705900248,2024,other,117,Q3,0
TN0000004705900262,2019,other,53,Q2,0
TN0000004705900262,2022,other,15,Q2,0
TN0000004706300029,2016,other,85,Q2,0
TN0000004706300029,2021,other,387,Q4 (slowest),0
TN0000004706300173,2018,other,52,Q2,0
TN0000004706300196,2022,other,137,Q3,0
TN0000004706300287,2021,other,45,Q2,0
TN0000004706300309,2018,other,32,Q2,1
TN0000004706300309,2019,other,74.5,Q2,0
TN0000004706300309,2023,other,136,Q3,0
TN0000004706700011,2018,other,34,Q2,1
TN0000004706700011,2019,other,53.5,Q2,1
TN0000004706700011,2020,other,21,Q2,0
TN0000004706700014,2018,electric,122,Q3,0
TN0000004706700014,2020,electric,18,Q2,0
TN0000004706700014,2023,electric,69.5,Q2,1
